CustomerKey,Full name,Gender,Date FirstPurchase,BirthDate,Customer City
20752,ChristianSimmons,Male,2013-10-11,1961-03-14,Olympia
20753,TaylorKelly,Feamle,2013-12-21,1966-11-18,Olympia
20754,IanDavis,Male,2013-08-30,1960-11-08,La Jolla
20755,AlexLopez,Male,2013-08-17,1960-12-01,Concord
20756,MarcusGriffin,Male,2013-09-03,1967-01-21,Newton
20757,AlexiaPowell,Feamle,2014-01-01,1961-12-15,Woodburn
20758,JesseSanders,Male,2013-04-19,1972-08-29,Seattle
20759,TeresaSerrano,Feamle,2013-06-20,1961-11-17,Beverly Hills
20760,ThomasAlexander,Male,2013-11-04,1973-03-15,Royal Oak
20761,JonathanWashington,Male,2013-05-17,1967-11-09,El Cajon
20762,JenniferKing,Feamle,2013-12-15,1968-10-08,San Francisco
20763,LucasCarter,Male,2013-06-19,1963-02-10,Lake Oswego
20764,ChristianTaylor,Male,2013-05-17,1962-07-16,Royal Oak
20765,WyattLopez,Male,2013-08-12,1962-11-16,Lemon Grove
20766,CharlesMorgan,Male,2013-03-29,1969-04-06,Mill Valley
20767,RachelThomas,Feamle,2013-09-25,1964-03-22,Yakima
20768,MarshallNara,Male,2013-09-19,1963-08-24,Bellflower
20769,MichelleSanders,Feamle,2013-05-13,1963-10-01,Lynnwood
20770,CarlosMitchell,Male,2013-11-10,1963-11-11,Yakima
20771,MadelineEdwards,Feamle,2013-11-08,1964-06-13,Haney
20772,SamanthaGarcia,Feamle,2014-01-17,1969-04-04,Woodland Hills
20773,NatalieRodriguez,Feamle,2013-12-07,1963-09-05,Langford
20774,AnthonyMiller,Male,2013-10-05,1969-07-03,Santa Cruz
20775,BruceAlonso,Male,2014-01-12,1964-12-21,Bremerton
20776,HaleyLong,Feamle,2013-05-18,1965-04-09,Walla Walla
20777,CarlySharma,Feamle,2014-01-09,1965-04-06,Beaverton
20778,SethRamirez,Male,2013-12-27,1965-04-02,Sedro Woolley
20779,MariaRussell,Feamle,2013-02-16,1970-08-04,Grossmont
20780,MichaelWhite,Male,2013-07-19,1964-07-22,Lebanon
20781,KaylaLee,Feamle,2013-09-19,1965-04-09,Langford
20782,AlanYe,Male,2013-09-10,1975-10-31,Beaverton
20783,AmandaCollins,Feamle,2013-11-23,1970-03-13,Westminster
20784,EduardoWalker,Male,2014-01-23,1964-08-20,Burbank
20785,IsabellaTaylor,Feamle,2013-09-05,1977-08-20,Palo Alto
20786,MarcusPerez,Male,2013-10-17,1978-05-20,Glendale
20787,BridgetPal,Feamle,2013-09-18,1979-01-31,Bremerton
20788,SaraGonzalez,Feamle,2014-01-13,1979-01-13,Burlingame
20789,MiguelWilliams,Male,2013-04-12,1979-01-12,Glendale
20790,KaylaHarrison,Feamle,2013-07-20,1978-12-04,Novato
20791,RyanPatterson,Male,2013-06-01,1978-08-05,San Francisco
20792,HaileyRivera,Feamle,2013-09-29,1976-12-31,Langford
20793,GaryMartin,Male,2013-08-24,1976-04-02,Les Ulis
20794,BrendaRana,Feamle,2013-11-01,1967-08-08,Paris
20795,EmmanuelSubram,Male,2013-07-09,1967-11-15,Verrieres Le Buisson
20796,ClaudiaGuo,Feamle,2013-06-14,1967-02-13,Paris
20797,DawnHu,Feamle,2013-06-09,1964-02-19,Croix
20798,MathewMunoz,Male,2013-07-09,1964-03-03,Braunschweig
20799,PeterRaje,Male,2014-01-03,1964-02-21,Grevenbroich
20800,ConnorJenkins,Male,2013-11-14,1963-05-16,Bury
20801,RonaldChandra,Male,2013-06-20,1963-05-24,Bracknell
20802,JonLi,Male,2013-06-10,1962-08-24,Bobigny
20803,NicoleRodriguez,Feamle,2013-09-13,1961-08-15,Drancy
20804,KatelynTorres,Feamle,2013-07-23,1961-05-10,York
20805,BrandonWilliams,Male,2013-09-20,1961-03-11,Hof
20806,JamesLopez,Male,2013-07-07,1971-08-22,Peterborough
20807,JordanFoster,Male,2012-02-27,1960-12-30,York
20808,JulieJai,Feamle,2012-06-07,1971-11-11,Kassel
20809,BenjaminAnderson,Male,2013-08-27,1959-11-10,Warrington
20810,BrittneyHe,Feamle,2013-08-30,1947-06-22,Les Ulis
20811,CalvinShan,Male,2012-03-03,1948-01-15,Warrington
20812,PrestonPrasad,Male,2011-12-08,1985-08-16,North Sydney
20813,MichaelRothkugel,Male,2014-01-13,1984-10-09,St. Leonards
20814,MargaretLu,Feamle,2011-12-17,1984-09-28,Matraville
20815,TracyAndersen,Feamle,2011-12-19,1984-08-04,Port Macquarie
20816,ConnorRoss,Male,2011-12-18,1986-01-09,Port Macquarie
20817,GeoffreyRodriguez,Male,2011-12-06,1983-10-05,Cranbourne
20818,RachelPowell,Feamle,2011-12-27,1983-01-10,Brisbane
20819,RaymondMadan,Male,2011-12-02,1984-08-20,Port Macquarie
20820,KathleenRubio,Feamle,2011-11-30,1984-12-11,Cloverdale
20821,HanyMorcos,Male,2011-12-09,1984-02-22,Perth
20822,ShannonRuiz,Male,2011-12-20,1983-01-31,Brisbane
20823,TroyMartinez,Male,2011-12-28,1982-10-26,East Brisbane
20824,DerekXu,Male,2012-03-12,1948-11-06,High Wycombe
20825,PamelaKapoor,Feamle,2012-03-29,1949-06-02,York
20826,JillianRaman,Feamle,2013-07-31,1972-05-08,Paris
20827,JillianPerez,Feamle,2013-07-28,1967-03-06,Paris La Defense
20828,JaclynShan,Feamle,2012-06-05,1966-08-17,Braunschweig
20829,AndyDiaz,Male,2012-06-22,1967-05-15,Duesseldorf
20830,WhitneyMartinez,Feamle,2012-05-30,1966-07-19,Eilenburg
20831,DrewXu,Male,2012-06-13,1972-06-02,Münster
20832,KelvinTang,Male,2012-03-03,1972-05-05,Watford
20833,DouglasSai,Male,2012-06-12,1965-11-08,Frankfurt am Main
20834,BrendaKapoor,Feamle,2012-03-13,1966-01-24,Woolston
20835,RubenGutierrez,Male,2012-07-17,1964-12-11,Berlin
20836,StanleyChandra,Male,2012-07-20,1976-03-18,Darmstadt
20837,JimmyRubio,Male,2012-03-24,1965-02-28,Berkshire
20838,ChloeJones,Feamle,2012-04-14,1964-10-14,Stoke-on-Trent
20839,CourtneyLopez,Feamle,2012-03-31,1964-10-11,Stoke-on-Trent
20840,AlisonXie,Feamle,2013-08-24,1963-08-06,Pantin
20841,JésusAlonso,Male,2012-07-14,1975-05-01,Frankfurt
20842,TyroneMoreno,Male,2012-07-22,1966-04-03,Hamburg
20843,JoseShan,Male,2012-08-08,1965-09-02,Frankfurt
20844,NicolasPal,Male,2013-08-16,1981-03-16,Dunkerque
20845,BarryMalhotra,Male,2012-08-02,1970-05-17,Eilenburg
20846,LeeAlonso,Male,2013-08-27,1964-09-23,Tremblay-en-France
20847,KyleYoung,Male,2012-08-27,1964-08-04,Saarlouis
20848,VincentLiu,Male,2012-04-18,1963-12-15,Peterborough
20849,FaithWashington,Feamle,2013-10-03,1981-01-20,Stoke-on-Trent
20850,LanceNavarro,Male,2012-04-10,1981-09-10,York
20851,FrankSanz,Male,2012-04-18,1981-05-03,Leeds
20852,YolandaRaje,Feamle,2012-05-25,1981-07-02,Berkshire
20853,JarrodRana,Male,2013-08-18,1981-10-04,Courbevoie
20854,KaraRaji,Feamle,2012-09-15,1974-08-02,Frankfurt
20855,AbigailRoss,Feamle,2013-08-04,1981-03-02,Saint Germain en Laye
20856,TiffanyHu,Feamle,2012-05-24,1975-01-07,Leeds
20857,JerryBecker,Male,2013-09-11,1975-04-18,Orly
20858,DamienStone,Male,2013-08-30,1974-10-29,Bobigny
20859,RoyRomero,Male,2012-05-02,1980-09-03,London
20860,PrestonLopez,Male,2012-09-06,1974-09-19,Leipzig
20861,NicolasNara,Male,2012-09-24,1975-01-15,Münster
20862,MarshallSutton,Male,2012-05-16,1980-10-08,London
20863,EricaXu,Feamle,2012-05-27,1975-02-11,Oxford
20864,GraceHoward,Feamle,2012-05-26,1974-09-24,Leeds
20865,LuisRoss,Male,2013-08-01,1928-03-19,Kassel
20866,DavidJones,Male,2012-06-07,1927-12-01,Kirkby
20867,NoahJohnson,Male,2013-10-01,1957-10-20,Roubaix
20868,MistyShan,Feamle,2013-04-04,1957-03-09,Lancaster
20869,DavidMartinez,Male,2012-06-21,1979-12-23,Newcastle upon Tyne
20870,JaimeMoreno,Feamle,2012-10-10,1973-08-07,Kassel
20871,AdrianaArthur,Feamle,2013-03-31,1979-09-13,Erlangen
20872,TheodoreMoreno,Male,2012-06-22,1984-08-16,Gateshead
20873,JoelSubram,Male,2013-05-05,1974-05-22,Hannover
20874,EdwinLal,Male,2012-10-16,1974-05-20,Paderborn
20875,JuliaWashington,Feamle,2012-06-20,1974-06-05,Watford
20876,JacksonAlexander,Male,2012-10-10,1973-10-25,Darmstadt
20877,RichardRoss,Male,2013-09-18,1974-04-12,Tremblay-en-France
20878,ErikaOrtega,Feamle,2013-10-19,1979-01-21,Paris
20879,PamelaSanchez,Feamle,2012-06-09,1979-09-03,London
20880,IsabellaWashington,Feamle,2012-07-14,1978-04-17,Leeds
20881,WendyNavarro,Feamle,2013-10-04,1978-06-03,Bury
20882,SabrinaSuarez,Feamle,2013-11-12,1984-03-06,Les Ulis
20883,LatoyaRai,Feamle,2013-11-16,1978-11-12,Paris
20884,DarrenSchmidt,Male,2013-11-08,1972-07-08,Bobigny
20885,TerryXie,Male,2012-07-01,1973-03-14,Liverpool
20886,BruceRaman,Male,2012-07-04,1972-09-07,Gateshead
20887,DamienLi,Male,2013-11-10,1972-01-01,Roissy en Brie
20888,ClaytonRaje,Male,2013-11-14,1971-07-21,Tremblay-en-France
20889,ManuelPatel,Male,2013-08-07,1977-06-20,High Wycombe
20890,ClaytonAnand,Male,2012-07-26,1972-04-14,York
20891,DarrellAnand,Male,2013-06-02,1978-11-10,Colombes
20892,HenrySara,Male,2012-07-01,1973-01-08,London
20893,RobertHall,Male,2013-12-12,1933-02-02,Bottrop
20894,AlyssaThomas,Feamle,2013-11-24,1972-03-20,Dunkerque
20895,RubenJimenez,Male,2013-12-01,1972-06-09,Paris
20896,ArthurSai,Male,2012-10-09,1971-11-11,Grevenbroich
20897,MayraSai,Feamle,2013-10-20,1971-08-24,Les Ulis
20898,GrantFerrier,Male,2013-10-20,1972-01-24,Berlin
20899,AngelaCook,Feamle,2014-01-19,1971-05-06,Roubaix
20900,NatalieRussell,Feamle,2013-09-26,1970-10-01,Kirkby
20901,ChadXu,Male,2013-12-09,1971-04-01,Suresnes
20902,ShaneSubram,Male,2014-01-15,1976-12-02,Warrington
20903,RobynDiaz,Feamle,2013-05-27,1971-04-25,Dresden
20904,EbonyGomez,Feamle,2013-12-31,1971-03-18,Billericay
20905,JessieMunoz,Feamle,2013-12-19,1969-12-03,Sèvres
20906,BrianaRuiz,Feamle,2013-12-06,1969-11-06,Runcorn
20907,TerrenceShan,Male,2013-08-13,1970-05-21,Milton Keynes
20908,WyattFoster,Male,2013-06-02,1975-04-20,Neunkirchen
20909,KellyWeadock,Feamle,2013-04-10,1968-10-19,London
20910,CarolynMalhotra,Feamle,2013-09-25,1977-02-17,Paris
20911,KatrinaRaje,Feamle,2013-11-12,1972-01-30,Paris
20912,ChristyHu,Feamle,2012-10-27,1972-05-01,Ingolstadt
20913,WesleyLiu,Male,2012-11-01,1968-10-28,Kiel
20914,GilbertZeng,Male,2012-11-03,1978-10-19,Berlin
20915,LatashaCarlson,Feamle,2013-12-20,1970-10-16,Colomiers
20916,KathleenCarlson,Feamle,2013-06-17,1970-11-09,Hannover
20917,TonyaTang,Feamle,2012-08-24,1976-02-20,London
20918,NeilRamos,Male,2013-09-23,1975-10-31,Boulogne-sur-Mer
20919,GretchenRivas,Feamle,2014-01-08,1980-09-16,Lille
20920,JaclynRai,Feamle,2014-01-13,1975-06-21,Lille
20921,MelindaCarlson,Feamle,2012-08-25,1975-12-22,Gloucestershire
20922,ClaytonWagner,Male,2012-08-02,1970-01-17,London
20923,IsabellaPowell,Feamle,2012-11-23,1969-05-08,Hamburg
20924,AlbertoSanz,Male,2013-06-28,1983-06-05,Werne
20925,KristinXu,Feamle,2013-09-06,1984-10-02,Roubaix
20926,JefferyGuo,Male,2013-12-17,1985-01-14,Versailles
20927,TammyMartinez,Feamle,2013-11-10,1984-12-13,Dresden
20928,RaymondKapoor,Male,2013-10-28,1985-04-15,Mühlheim
20929,DarrylZeng,Male,2013-03-07,1984-12-09,York
20930,DrewChande,Male,2012-11-20,1968-12-11,Werne
20931,BrianSanchez,Male,2012-08-18,1969-04-13,Cheltenham
20932,ColeKelly,Male,2013-11-12,1967-11-23,Dunkerque
20933,LauraLi,Feamle,2012-08-20,1984-02-23,Oxford
20934,HaleyYoung,Feamle,2013-12-14,1983-02-01,Lille
20935,DesireeJimenez,Feamle,2013-11-11,1983-04-13,Paris
20936,ChristyCai,Feamle,2013-12-26,1982-12-20,Saint Ouen
20937,NatalieWilliams,Feamle,2013-09-04,1983-01-02,Hof
20938,CarolynRowe,Feamle,2014-01-08,1983-02-20,Milton Keynes
20939,JoshuaJohnson,Male,2013-11-17,1982-03-04,Erlangen
20940,JillianRodriguez,Feamle,2013-02-12,1982-02-25,Colombes
20941,ArturoGuo,Male,2013-02-21,1981-01-05,Saint Germain en Laye
20942,TashaSharma,Feamle,2013-03-25,1986-03-22,Pantin
20943,BrettRana,Male,2013-09-27,1980-09-28,Newcastle upon Tyne
20944,RebeccaHernandez,Feamle,2013-02-06,1981-11-22,Chatou
20945,RogerTang,Male,2012-11-27,1981-11-23,München
20946,AbbyChandra,Feamle,2013-09-14,1981-09-24,Paderborn
20947,MarieAlvarez,Feamle,2014-01-25,1981-12-06,London
20948,XavierWhite,Male,2013-03-24,1981-01-05,Versailles
20949,SandraLiang,Feamle,2013-03-30,1980-03-09,Cheltenham
20950,AlbertSuarez,Male,2013-05-06,1985-11-09,Birmingham
20951,DarrellJai,Male,2013-08-11,1980-03-21,London
20952,MicahYe,Male,2013-12-14,1979-11-02,Oxon
20953,NeilRubio,Male,2013-11-18,1979-12-03,Lieusaint
20954,NathanFoster,Male,2013-09-15,1985-10-07,Metz
20955,DawnPal,Feamle,2013-12-03,1986-03-08,Saint Germain en Laye
20956,KristyAlonso,Feamle,2013-11-06,1981-02-24,Les Ulis
20957,DarrenKapoor,Male,2013-06-21,1980-07-15,Roissy en Brie
20958,GeraldAlonso,Male,2013-01-29,1981-03-25,Sulzbach Taunus
20959,RubenArun,Male,2013-11-02,1968-04-13,Saint-Denis
20960,DarrellBeck,Male,2013-05-18,1967-09-02,Paris
20961,KeithGoldberg,Male,2013-12-23,1966-09-06,Roncq
20962,SharonXie,Feamle,2013-04-12,1966-11-17,Paris
20963,TeresaDominguez,Feamle,2013-03-06,1967-03-13,Kirkby
20964,EmilyButler,Feamle,2013-08-30,1946-12-13,Saint Germain en Laye
20965,CynthiaSubram,Feamle,2013-07-07,1946-05-04,W. York
20966,VirginiaMadan,Feamle,2013-12-09,1973-04-08,Colomiers
20967,CaseyRowe,Male,2013-06-02,1962-10-22,Bonn
20968,ArturoYuan,Male,2013-07-11,1963-01-03,York
20969,AshleyFoster,Feamle,2013-05-14,1962-06-22,Drancy
20970,IsaiahRichardson,Male,2012-11-04,1965-05-10,Saarlouis
20971,PrestonSuri,Male,2013-11-02,1942-09-07,Les Ulis
20972,FranciscoVance,Male,2013-10-16,1942-12-12,Birmingham
20973,AprilAndersen,Feamle,2013-09-06,1949-04-20,London
20974,GeorgeSubram,Male,2013-07-02,1945-04-19,Paris
20975,JerryAndersen,Male,2012-08-21,1945-09-06,Bury
20976,JaclynKumar,Feamle,2013-08-01,1952-08-31,Pantin
20977,MarioAndersen,Male,2013-01-18,1958-03-22,Roubaix
20978,BruceSrini,Male,2013-08-01,1947-06-24,Eilenburg
20979,DianeJimenez,Feamle,2012-11-24,1947-04-25,Mühlheim
20980,MatthewMiller,Male,2012-11-10,1947-02-07,Solingen
20981,CraigRomero,Male,2013-02-06,1947-12-24,Berlin
20982,ArthurJiménez,Male,2012-09-04,1947-08-09,York
20983,MeredithVance,Feamle,2011-12-15,1986-06-22,East Brisbane
20984,SabrinaRubio,Feamle,2011-12-07,1985-11-09,Melton
20985,AutumnLiu,Feamle,2011-12-21,1985-07-16,Sydney
20986,BrandiBlanco,Feamle,2013-10-05,1982-10-25,Brisbane
20987,MarshallZeng,Male,2011-11-30,1983-06-12,Matraville
20988,AnnaMartin,Feamle,2011-12-03,1982-09-21,Melton
20989,CassandraSara,Feamle,2011-12-15,1981-08-25,Sydney
20990,MayraRaman,Feamle,2011-12-21,1982-04-09,Port Macquarie
20991,FrederickSai,Male,2011-12-05,1982-06-05,Warrnambool
20992,JulioSerrano,Male,2011-11-30,1985-01-12,Gold Coast
20993,MitchellXie,Male,2011-11-30,1984-10-11,Perth
20994,AutumnMa,Feamle,2011-11-30,1985-04-21,Caloundra
20995,DannySuarez,Male,2011-11-29,1984-08-16,Caloundra
20996,KeithShan,Male,2011-12-05,1984-09-19,Hervey Bay
20997,JoannaAshe,Feamle,2012-01-18,1985-01-06,Lane Cove
20998,EugeneShe,Male,2012-01-26,1983-07-03,Caloundra
20999,CarolynGarcia,Feamle,2012-01-03,1983-10-25,East Brisbane
21000,GeoffreyPerez,Male,2012-01-25,1983-09-23,Darlinghurst
21001,ClintonGutierrez,Male,2012-01-14,1983-10-04,Hawthorne
21002,CarolynRodriguez,Feamle,2012-01-03,1983-04-26,North Ryde
21003,JimmyHernandez,Male,2013-02-10,1967-05-13,Pantin
21004,KaitlynCampbell,Feamle,2013-01-06,1972-11-02,Tremblay-en-France
21005,BarbaraZhu,Feamle,2013-08-13,1965-08-26,Suresnes
21006,SydneyYoung,Feamle,2012-11-19,1966-01-18,Frankfurt
21007,NuanMa,Male,2013-10-03,1971-04-18,Paderborn
21008,MelodyCarlson,Feamle,2012-11-06,1966-01-18,Stuttgart
21009,ClintonSandberg,Male,2013-12-05,1966-04-06,Stuttgart
21010,RubenNavarro,Male,2013-06-17,1971-12-07,Stuttgart
21011,AimeeWang,Feamle,2012-09-10,1966-05-25,London
21012,MarieVance,Feamle,2012-09-25,1965-01-18,Bury
21013,ConnorNelson,Male,2013-01-27,1963-10-30,Dunkerque
21014,DianaCarlson,Feamle,2013-01-16,1963-10-21,Les Ulis
21015,DianeHernandez,Feamle,2012-11-19,1969-02-28,Mühlheim
21016,MicheleKapoor,Feamle,2012-12-01,1971-08-05,Berlin
21017,LeslieRomero,Feamle,2013-01-12,1965-10-06,Paris
21018,SheilaSerrano,Feamle,2012-09-24,1971-07-20,Birmingham
21019,MonicaPrasad,Feamle,2013-10-31,1965-11-11,Roissy en Brie
21020,OmarYe,Male,2012-09-04,1970-02-18,Oxon
21021,GarySerrano,Male,2013-02-05,1965-01-07,Paris
21022,BiancaHuang,Feamle,2013-02-19,1963-12-12,Suresnes
21023,CaraWang,Feamle,2013-05-16,1981-01-16,West Sussex
21024,LoriJimenez,Feamle,2013-02-17,1975-07-04,Paris
21025,CedricWu,Male,2013-10-26,1976-01-15,Warrington
21026,CliffordFernandez,Male,2013-05-04,1975-09-18,London
21027,LukeNelson,Male,2012-09-08,1975-09-21,Cheltenham
21028,JoeSuri,Male,2013-09-18,1981-10-19,Cambridge
21029,KristiMartin,Feamle,2012-12-22,1975-02-12,Saarlouis
21030,LindsayXu,Feamle,2013-02-10,1981-10-19,Paris
21031,CassieShe,Feamle,2013-02-14,1981-03-02,Roncq
21032,BrendanShan,Male,2013-11-12,1975-04-15,Hamburg
21033,PrestonSubram,Male,2013-02-11,1975-05-10,Saint Ouen
21034,JacquelineKelly,Feamle,2012-09-03,1975-03-23,Kirkby
21035,RoySanchez,Male,2012-12-11,1975-01-13,Eilenburg
21036,RubenHernandez,Male,2012-09-16,1980-06-18,Peterborough
21037,BruceArun,Male,2012-12-12,1980-10-14,Paderborn
21038,PedroLopez,Male,2013-12-03,1975-02-23,Paris
21039,JillRamos,Feamle,2012-09-03,1974-09-02,Cambridge
21040,ChadLuo,Male,2012-08-28,1974-09-19,W. York
21041,EddieSerrano,Male,2013-02-04,1958-05-04,Paris
21042,JonLiang,Male,2013-10-29,1958-02-07,Salzgitter
21043,JohnathanMcDonald,Male,2013-08-30,1956-12-07,Berlin
21044,FranklinZheng,Male,2012-10-21,1957-01-06,Liverpool
21045,EvelynPrasad,Feamle,2013-12-03,1964-10-31,Roubaix
21046,TerranceSuri,Male,2013-08-16,1964-09-09,London
21047,SheenaAndersen,Feamle,2013-11-03,1979-01-23,Poing
21048,KarenLiang,Feamle,2013-02-17,1973-12-15,Orleans
21049,JamesSharma,Male,2013-07-16,1973-12-06,Peterborough
21050,AlanCai,Male,2013-02-14,1973-08-03,Paris
21051,SabrinaAlonso,Feamle,2013-11-13,1984-11-21,Ingolstadt
21052,SheenaXu,Feamle,2013-12-03,1973-09-08,Ingolstadt
21053,JamieVazquez,Male,2012-10-22,1974-02-08,Oxford
21054,KeithJai,Male,2013-12-13,1974-05-20,Villeneuve-d'Ascq
21055,KristiCarlson,Feamle,2013-08-13,1974-01-03,Hof
21056,WalterMunoz,Male,2012-10-10,1974-05-07,Gloucestershire
21057,ElizabethButler,Feamle,2013-11-04,1930-09-06,Bottrop
21058,MeredithSuri,Feamle,2013-06-23,1972-08-18,Verrieres Le Buisson
21059,MistyChande,Feamle,2013-02-04,1972-08-03,Villeneuve-d'Ascq
21060,JaclynTang,Feamle,2012-10-08,1973-02-17,Newcastle upon Tyne
21061,DesireeSuarez,Feamle,2013-02-10,1978-06-14,Paris
21062,MirandaBarnes,Feamle,2013-03-13,1984-02-03,Tremblay-en-France
21063,LouisLi,Male,2013-04-21,1977-04-19,Roncq
21064,ColleenSun,Feamle,2013-03-20,1972-05-19,Saint Ouen
21065,RobertThompson,Male,2013-08-19,1984-03-02,Saarlouis
21066,EbonyArun,Feamle,2014-01-17,1977-04-06,West Sussex
21067,FrankJimenez,Male,2012-10-27,1976-03-01,Lancaster
21068,LawrenceJimenez,Male,2013-04-05,1970-07-28,Bury
21069,ColinLu,Male,2013-11-15,1971-06-14,Oxford
21070,LatoyaYuan,Feamle,2013-02-15,1970-07-03,Les Ulis
21071,LindseyPal,Feamle,2012-10-05,1976-01-08,Milton Keynes
21072,DominicSanchez,Male,2013-03-14,1976-02-19,Roncq
21073,CatherineKelly,Feamle,2013-08-01,1971-05-04,Hof
21074,DianeCarlson,Feamle,2013-06-24,1976-03-06,Oxford
21075,ManuelRana,Male,2013-04-16,1970-12-07,Saarlouis
21076,TerrenceNath,Male,2013-11-23,1970-05-31,Eilenburg
21077,RachelJames,Feamle,2013-07-04,1969-10-05,Drancy
21078,GraceGray,Feamle,2013-10-27,1980-08-05,Metz
21079,LeeCarlson,Male,2013-07-23,1969-11-09,Wokingham
21080,EbonyLopez,Feamle,2014-01-10,1970-01-16,Versailles
21081,XavierSmith,Male,2013-11-30,1969-09-07,Paris
21082,JasonEdwards,Male,2013-07-22,1975-08-15,Frankfurt
21083,TrishaChen,Feamle,2014-01-21,1974-12-16,Milton Keynes
21084,ClarenceDeng,Male,2013-04-16,1944-05-21,Paris La Defense
21085,LeslieVazquez,Feamle,2014-01-09,1939-05-16,Saarbrücken
21086,KatelynBell,Feamle,2013-08-14,1938-10-26,Ingolstadt
21087,RebeccaScott,Feamle,2013-09-06,1972-02-19,Ingolstadt
21088,AlvinAnand,Male,2013-04-05,1976-11-24,Paris
21089,YiroyukiSato,Feamle,2013-04-12,1976-06-10,Sèvres
21090,ThomasGarcia,Male,2013-03-30,1970-12-24,Villeneuve-d'Ascq
21091,AshleyJenkins,Feamle,2013-07-20,1976-04-15,Hamburg
21092,GinaGutierrez,Feamle,2012-10-24,1969-08-05,Gateshead
21093,JacquelynCastro,Feamle,2012-11-20,1975-09-29,London
21094,AlisonSharma,Feamle,2013-11-05,1980-05-13,Chatou
21095,LanceMunoz,Male,2013-04-26,1974-12-02,Paris
21096,JonLin,Male,2013-10-26,1969-03-02,Eilenburg
21097,GaryRuiz,Male,2013-08-19,1982-12-19,Berlin
21098,SteveMa,Male,2013-08-02,1984-08-10,Boulogne-sur-Mer
21099,SandraLiu,Feamle,2013-05-13,1984-10-21,Morangis
21100,SandraZhang,Feamle,2013-12-11,1984-12-20,Münster
21101,MeaganPerez,Feamle,2013-09-21,1984-09-04,Liverpool
21102,WillieZheng,Male,2013-09-03,1968-08-29,Stuttgart
21103,FrancisHernandez,Male,2012-10-30,1969-01-20,Cheltenham
21104,RobinGutierrez,Feamle,2012-11-07,1968-12-30,Stoke-on-Trent
21105,CorySara,Male,2012-11-09,1974-05-02,York
21106,KatieSharma,Feamle,2012-10-31,1967-07-09,London
21107,KaitlinRodriguez,Feamle,2013-09-10,1973-09-22,Berlin
21108,KristineMartin,Feamle,2013-09-11,1968-05-22,München
21109,KatiePal,Feamle,2013-11-11,1983-08-27,Stuttgart
21110,BrentZeng,Male,2013-02-14,1984-02-04,London
21111,RicardoDeng,Male,2013-02-08,1984-06-14,London
21112,JohnathanPrasad,Male,2013-05-31,1982-09-14,Paris
21113,LauraCai,Feamle,2014-01-02,1983-01-07,Paris
21114,SavannahMurphy,Feamle,2013-03-28,1983-05-04,Erlangen
21115,BobbyRaman,Male,2013-04-21,1982-12-29,Grevenbroich
21116,CarsonRussell,Male,2013-10-28,1982-06-12,Billericay
21117,BryantSara,Male,2013-08-21,1980-11-20,Saint Ouen
21118,LisaHu,Feamle,2013-07-16,1980-09-19,Kirkby
21119,EdwardCampbell,Male,2013-09-27,1981-07-21,Chatou
21120,RogerChen,Male,2013-02-02,1982-01-08,Kassel
21121,GarrettReed,Male,2013-04-16,1980-07-02,Metz
21122,JulieXie,Feamle,2013-04-11,1985-04-07,Villeneuve-d'Ascq
21123,CarlLuo,Male,2013-10-13,1980-02-09,Boulogne-Billancourt
21124,MalloryAlvarez,Feamle,2013-12-13,1979-12-19,Reading
21125,BruceRana,Male,2013-09-01,1981-05-30,Courbevoie
21126,KaitlinGonzalez,Feamle,2013-04-22,1981-05-06,Paris
21127,CrystalZheng,Feamle,2013-08-14,1981-01-21,Versailles
21128,KennethAndersen,Male,2013-06-28,1980-12-17,Erlangen
21129,RafaelWang,Male,2013-12-18,1980-09-13,Mühlheim
21130,MackenzieWard,Feamle,2012-10-28,1981-06-14,Kirkby
21131,GilbertNath,Male,2013-06-26,1978-10-05,Hamburg
21132,JefferyHu,Male,2013-06-05,1979-12-02,Paris
21133,AprilKumar,Feamle,2013-10-23,1985-08-02,Sèvres
21134,BobChapman,Male,2013-05-10,1985-08-30,London
21135,RaulRaji,Male,2013-04-20,1986-04-25,Cambridge
21136,NatashaCarlson,Feamle,2013-06-09,1985-09-09,W. York
21137,SteveLi,Male,2013-10-18,1986-05-15,W. York
21138,KayleePhillips,Feamle,2012-07-30,1978-08-22,Langford
21139,AlexAdams,Male,2013-08-25,1973-06-20,Lake Oswego
21140,ByronDiaz,Male,2013-05-22,1972-10-12,Burbank
21141,OmarLi,Male,2013-09-28,1972-03-06,Burien
21142,MasonBrooks,Male,2013-12-22,1966-10-18,Milwaukie
21143,AllisonCampbell,Feamle,2013-09-28,1977-11-07,Lake Oswego
21144,LucasRichardson,Male,2013-09-09,1972-02-05,Renton
21145,MindyLal,Feamle,2013-10-31,1965-11-30,Burlingame
21146,RobertTaylor,Male,2013-09-05,1977-01-05,Spokane
21147,AngelRogers,Male,2013-09-24,1966-01-14,Kirkland
21148,BriannaGonzales,Feamle,2012-07-04,1972-08-30,N. Vancouver
21149,MiguelDiaz,Male,2013-09-13,1984-06-21,Corvallis
21150,AlyssaRamirez,Feamle,2013-09-06,1984-03-20,Sedro Woolley
21151,AaronCampbell,Male,2013-09-10,1973-06-20,Bellflower
21152,AmandaHill,Feamle,2013-09-01,1973-01-05,Glendale
21153,JamesThompson,Male,2013-09-10,1972-08-14,San Carlos
